gene,g_original,g_composition_removed,lineage,panel
ENSG00000052723,0.1400205138461622,0.12261872573978533,0.0,False
ENSG00000052749,-0.174263013374759,0.12226826966552516,-1.6311475510903475,False
ENSG00000052795,0.22131924603613967,0.028382003818963903,0.0,False
ENSG00000052802,-0.05830527526363346,0.1456361379047987,-3.826240341550615,False
ENSG00000052841,0.650692019779473,0.4753111385386456,-2.3909398974350005,False
ENSG00000053254,0.21390385752019458,0.13066709299652965,0.0,False
ENSG00000053372,0.055932369432195775,0.2663488375378687,-2.4342207693365,False
ENSG00000053501,0.03620925221611287,0.038503531892022526,-2.0913457055039824,False
ENSG00000053524,-0.11355612488474609,0.1921476057661844,-2.4116310138174866,False
ENSG00000053747,0.42317163261996427,0.4149713711582067,-7.994251331301971,False
ENSG00000053770,-0.07754634426336839,-0.028811101949966753,0.0,False
ENSG00000053900,-0.40628650010696277,-0.2826793620250933,1.5193264776840318,False
ENSG00000054116,0.22917327263084472,0.504057718163673,-1.6011311541609716,False
ENSG00000054118,0.009826222401271059,0.16185648505002326,0.0,False
ENSG00000054267,0.44852293346370925,0.16665730167665457,0.4214722770194453,False
ENSG00000054282,-0.10999596197089209,-0.23768833298394876,-0.9117568534649625,False
ENSG00000054356,0.2897803763548944,0.33072408758858585,-1.2112663246984987,False
ENSG00000054523,-0.045139802712119044,0.05879063318283855,-0.25163178608715914,False
ENSG00000054611,-0.4841713896941436,-0.15802586751930608,0.44595376087275856,False
ENSG00000054690,-0.20831368850350027,-0.7032252815468144,-0.168278539061365,False
ENSG00000054793,-0.3309098819336597,-0.1705280598052527,-0.9013979708812643,False
ENSG00000054965,-0.5435753982950114,-0.4108081180426503,-2.602841053780855,False
ENSG00000054983,-0.08551183592963323,-0.20364151847587048,0.0,False
ENSG00000055044,0.4857769322272015,0.12109556489798089,-0.22260816970839414,False
ENSG00000055118,0.48420171619942404,0.30211293949884915,0.0,False
ENSG00000055130,-0.47436536497917375,-0.38171089153979554,0.0,False
ENSG00000055147,-0.0646909462260902,-0.12000830840606005,1.5533533119817917,False
ENSG00000055163,0.20311247629478624,0.5703160059188545,-1.6233461747126827,False
ENSG00000055208,-0.2232902347040226,-0.16934270230314089,-0.07994556462766689,False
ENSG00000055211,-0.0020271624794637702,-0.006839005674610766,-0.6404279187028643,False
ENSG00000055332,0.5300481557135012,0.2939906609420334,0.38249321219509996,False
ENSG00000055483,0.061419335626236186,-0.09124127007103489,0.06569181545769415,False
ENSG00000055609,0.24070242986215287,0.02382565413032993,-1.07671404514934,False
ENSG00000055917,-0.04675092479183701,-0.1849273804004543,-0.59946097286189,False
ENSG00000055950,0.21425552045432736,0.1865523685271427,-2.5227375177940266,False
ENSG00000056097,0.04630215208737742,0.021155184477733083,0.0,False
ENSG00000056586,0.20327675865080466,0.11922435202697662,-0.226641174067636,False
ENSG00000056998,-0.24609180061272865,-0.045090438160836466,1.387688677547802,False
ENSG00000057019,0.28665644460662154,-0.20077172780596308,0.0,False
ENSG00000057252,0.2908402260949797,-0.009262987725428792,0.0,False
ENSG00000057608,0.10344783015124107,0.19153181107107423,-2.405822656120272,False
ENSG00000057663,0.17648420936874035,0.13280935294313162,-0.30111187370532566,False
ENSG00000057704,0.22878931825264848,-0.03562594929444282,-7.6975482363056855,False
ENSG00000057757,0.039165627832658846,0.17523525189519526,-2.78040754187226,False
ENSG00000057935,-0.06753662540160212,-0.03480716102107014,-0.1705100581703891,False
ENSG00000058091,-0.402836738870992,-0.16169150950478664,-3.2673345350407303,False
ENSG00000058272,0.5071341593750114,0.2507111848688085,-0.3713707721697908,False
ENSG00000058335,-0.3173974707068418,-0.09908782214319689,0.0,False
ENSG00000058404,-0.037735159245152305,0.21225958309701481,-1.5980632950195863,False
ENSG00000058600,0.06323914856114306,0.04123062679917693,0.12392571418468779,False
ENSG00000058729,-0.3721965884472281,-0.3002009602907322,-2.1811825481927123,False
ENSG00000058799,0.12641937400323086,0.22801175077049826,0.24587073565824166,False
ENSG00000059122,-0.3832814160389049,0.006678730205957241,-1.4207292531271927,False
ENSG00000059145,0.22358596092376548,0.4051172818062559,-1.045292045965035,False
ENSG00000059573,-0.45235526933837206,-0.25057260299912226,0.28487817897442996,False
ENSG00000059691,0.12957191501826223,0.09543507245384313,0.0,False
ENSG00000059728,0.41582043355802817,0.09057375041914383,0.3261828276850116,False
ENSG00000059804,0.13217698689144042,0.1837876956851782,-1.23239486253063,False
ENSG00000059915,-0.01877638046430712,-0.02472853477659366,-0.11728175884229247,False
ENSG00000060237,-0.17568651892962325,-0.15208735397258544,-0.6450141340703274,False
ENSG00000060339,0.5600726213399807,0.3405134554471145,-0.0005003150870142026,False
ENSG00000060491,0.18160505780122574,0.0377261741061461,0.30083194774017835,False
ENSG00000060656,-0.19875457868241125,-0.023875220639663644,0.07621345317897577,False
ENSG00000060709,-0.05145452999214649,0.11125583111913254,-3.4582332221922476,False
ENSG00000060718,-0.13644449526621505,0.12773097853130355,-13.002212524324989,False
ENSG00000060762,0.305995691876014,0.276039945139347,0.0,False
ENSG00000060982,0.09754948190149229,0.1967616848619491,-1.8528002627791245,False
ENSG00000061676,-0.25311928175304405,-0.03589817766707569,-0.6568727207597626,False
ENSG00000061794,0.4354720390897671,0.4047235833263329,0.5262824732732484,False
ENSG00000061936,-0.311347722385592,-0.3352251659629732,0.0,False
ENSG00000061938,-0.13773276112738222,-0.0329883994854839,-0.3000897287075712,False
ENSG00000061987,0.2747585673913856,0.03381613382640282,0.0412627374976355,False
ENSG00000062194,0.3827050504683766,0.22696056574741308,0.0,False
ENSG00000062598,0.18019160714988083,0.14581880734296018,-0.038999126904822545,False
ENSG00000062650,-0.5321796513615835,-0.43965674214830575,0.0,False
ENSG00000062716,0.06299583191064921,-0.006063762860851424,-1.9193997007542292,False
ENSG00000062725,-0.04562386968713709,-0.21674461807301812,0.18860409347461835,False
ENSG00000063046,-0.04119308919060542,-0.058268024064493384,0.0,False
ENSG00000063176,-0.10668686877523192,0.21376018976826897,-4.185591714990506,False
ENSG00000063177,0.3455198907224276,0.4521745726067978,-3.492397549436903,False
ENSG00000063244,-0.060426216400471446,0.07160115061426274,-2.2020747870514126,False
ENSG00000063245,-0.07981412200823679,0.07209096423175852,-2.30338591365833,False
ENSG00000063322,-0.14387399980221532,-0.0021490008989557023,-2.4731307081166354,False
ENSG00000063587,0.34785863679776696,0.30432977249916954,0.0,False
ENSG00000063601,-0.3472373724542905,-0.2017206328868562,0.0,False
ENSG00000063660,0.18128397459279805,0.15888634320010023,0.6874374042749349,False
